"","SOC_CODE","EMPLOYER_STATE","EMPLOYER_NAME","frequency","State"
"1144",19,"MS","MISSISSIPPI STATE UNIVERSITY",9,"Mississippi"
"1145",19,"MS","UNIVERSITY OF MISSISSIPPI",6,"Mississippi"
"1146",19,"MS","NORTH MISSISSIPPI MEDICAL CENTER, INC",5,"Mississippi"
"1147",19,"MS","JACKSON STATE UNIVERSITY",3,"Mississippi"
"1148",19,"MT","MONTANA STATE UNIVERSITY",5,"Montana"
"1149",19,"MT","UNIVERSITY OF MONTANA",5,"Montana"
"1150",19,"MT","TORGERSON'S, LLC",2,"Montana"
"1151",19,"MT","MONTANA MEDICAL RESEARCH",1,"Montana"
"1152",19,"NC","PPD DEVELOPMENT, L.P",85,"North Carolina"
"1153",19,"NC","DUKE UNIVERSITY",79,"North Carolina"
"1154",19,"NC","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL",71,"North Carolina"
"1155",19,"NC","NORTH CAROLINA STATE UNIVERSITY",45,"North Carolina"
"1156",19,"NC","WAKE FOREST UNIVERSITY HEALTH SCIENCES",22,"North Carolina"
"1157",19,"ND","NORTH DAKOTA STATE UNIVERSITY",15,"North Dakota"
"1158",19,"ND","UNIVERSITY OF NORTH DAKOTA",5,"North Dakota"
"1159",19,"ND","SANFORD CLINIC NORTH",2,"North Dakota"
"1160",19,"ND","ALTRU HEALTH SYSTEM",1,"North Dakota"
"1161",19,"ND","BILFINGER, INC",1,"North Dakota"
"1162",19,"NE","UNIVERSITY OF NEBRASKA MEDICAL CENTER",36,"Nebraska"
"1163",19,"NE","BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA",31,"Nebraska"
"1164",19,"NE","UNIVERSITY OF NEBRASKA LINCOLN",12,"Nebraska"
"1165",19,"NE","HDR ENGINEERING, INC",6,"Nebraska"
"1166",19,"NE","FATHER FLANAGAN'S BOYS' HOME",4,"Nebraska"
"1167",19,"NH","DARTMOUTH COLLEGE",12,"New Hampshire"
"1168",19,"NH","DARTMOUTH-HITCHCOCK CLINIC",4,"New Hampshire"
"1169",19,"NH","LONZA BIOLOGICS, INC",4,"New Hampshire"
"1170",19,"NH","BOSTON ANALYTICAL, INC",3,"New Hampshire"
"1171",19,"NH","UNIVERSITY OF NEW HAMPSHIRE",3,"New Hampshire"
"1172",19,"NJ","THE TRUSTEES OF PRINCETON UNIVERSITY",111,"New Jersey"
"1173",19,"NJ","BRISTOL-MYERS SQUIBB COMPANY",72,"New Jersey"
"1174",19,"NJ","NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC",65,"New Jersey"
"1175",19,"NJ","MERCK SHARP DOHME CORP",45,"New Jersey"
"1176",19,"NJ","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",45,"New Jersey"
"1177",19,"NM","TRIAD NATIONAL SECURITY, LLC",61,"New Mexico"
"1178",19,"NM","NEW MEXICO STATE UNIVERSITY",10,"New Mexico"
"1179",19,"NM","TRIAD NATIONAL SECURITY LLC",10,"New Mexico"
"1180",19,"NM","UNIVERSITY OF NEW MEXICO HEALTH SCIENCES CENTER",8,"New Mexico"
"1181",19,"NM","NMC, INC",7,"New Mexico"
"1182",19,"NV","UNIVERSITY OF NEVADA RENO",13,"Nevada"
"1183",19,"NV","UNIVERSITY OF NEVADA, LAS VEGAS",6,"Nevada"
"1184",19,"NV","ADVANCED TECHNOLOGY LABORATORIES INC",4,"Nevada"
"1185",19,"NV","BRESMED AMERICA, INC",2,"Nevada"
"1186",19,"NV","NEVADA GOLD MINES, LLC",2,"Nevada"
"1187",19,"NY","COLUMBIA UNIVERSITY",188,"New York"
"1188",19,"NY","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",169,"New York"
"1189",19,"NY","MEMORIAL SLOAN KETTERING CANCER CENTER",166,"New York"
"1190",19,"NY","WEILL CORNELL MEDICAL COLLEGE",105,"New York"
"1191",19,"NY","BROOKHAVEN NATIONAL LABORATORY",81,"New York"
"1192",19,"OH","CASE WESTERN RESERVE UNIVERSITY",101,"Ohio"
"1193",19,"OH","CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER",76,"Ohio"
"1194",19,"OH","THE OHIO STATE UNIVERSITY",62,"Ohio"
"1195",19,"OH","THE RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL",24,"Ohio"
"1196",19,"OH","UNIVERSITY OF CINCINNATI",24,"Ohio"
"1197",19,"OK","UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER",25,"Oklahoma"
"1198",19,"OK","OKLAHOMA STATE UNIVERSITY",22,"Oklahoma"
"1199",19,"OK","UNIVERSITY OF OKLAHOMA",21,"Oklahoma"
"1200",19,"OK","OKLAHOMA MEDICAL RESEARCH FOUNDATION",14,"Oklahoma"
"1201",19,"OK","THE UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER",8,"Oklahoma"
"1202",19,"OR","OREGON HEALTH SCIENCE UNIVERSITY",64,"Oregon"
"1203",19,"OR","OREGON STATE UNIVERSITY",27,"Oregon"
"1204",19,"OR","UNIVERSITY OF OREGON",14,"Oregon"
"1205",19,"OR","PROVIDENCE HEALTH SERVICES OREGON",3,"Oregon"
"1206",19,"OR","BREW DR KOMBUCHA",2,"Oregon"
"1207",19,"PA","TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA",176,"Pennsylvania"
"1208",19,"PA","UNIVERSITY OF PITTSBURGH",158,"Pennsylvania"
"1209",19,"PA","UNIVERSITY OF PITTSBURGH PHYSICIANS",92,"Pennsylvania"
"1210",19,"PA","THE PENNSYLVANIA STATE UNIVERSITY",76,"Pennsylvania"
"1211",19,"PA","FRONTAGE LABORATORIES, INC",44,"Pennsylvania"
"1212",19,"RI","BROWN UNIVERSITY",34,"Rhode Island"
"1213",19,"RI","RHODE ISLAND HOSPITAL",7,"Rhode Island"
"1214",19,"RI","UNIVERSITY OF RHODE ISLAND",5,"Rhode Island"
"1215",19,"RI","CITIZENS FINANCIAL GROUP, INC",2,"Rhode Island"
"1216",19,"RI","TEDOR PHARMA, INC",2,"Rhode Island"
"1217",19,"SC","AMBIOPHARM, INC",13,"South Carolina"
"1218",19,"SC","MEDICAL UNIVERSITY OF SOUTH CAROLINA AND AFFILIATES",13,"South Carolina"
"1219",19,"SC","UNIVERSITY OF SOUTH CAROLINA",13,"South Carolina"
"1220",19,"SC","CLEMSON UNIVERSITY",12,"South Carolina"
"1221",19,"SC","MEDICAL UNIVERSITY OF SOUTH CAROLINA AFFILIATES",5,"South Carolina"
"1222",19,"SD","SANFORD SCHOOL OF MEDICINE OF THE UNIVERSITY OF SOUTH DAKOTA RESIDENCY",9,"South Dakota"
"1223",19,"SD","SANFORD RESEARCH",5,"South Dakota"
"1224",19,"SD","RESPEC, INC",3,"South Dakota"
"1225",19,"SD","AVERA MCKENNAN",1,"South Dakota"
"1226",19,"SD","CITY OF RAPID CITY",1,"South Dakota"
"1227",19,"TN","ST. JUDE CHILDREN'S RESEARCH HOSPITAL",159,"Tennessee"
"1228",19,"TN","UT-BATTELLE, LLC (OAK RIDGE NATIONAL LABORATORY)",101,"Tennessee"
"1229",19,"TN","FEDEX CORPORATE SERVICES, INC",50,"Tennessee"
"1230",19,"TN","VANDERBILT UNIVERSITY MEDICAL CENTER",39,"Tennessee"
"1231",19,"TN","THE UNIVERSITY OF TENNESSEE",36,"Tennessee"
"1232",19,"TX","UT SOUTHWESTERN MEDICAL CENTER",186,"Texas"
"1233",19,"TX","BAYLOR COLLEGE OF MEDICINE",153,"Texas"
"1234",19,"TX","THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER",104,"Texas"
"1235",19,"TX","THE UNIVERSITY OF TEXAS AT AUSTIN",101,"Texas"
"1236",19,"TX","TEXAS A&M UNIVERSITY",52,"Texas"
"1237",19,"UT","UNIVERSITY OF UTAH",67,"Utah"
"1238",19,"UT","DOTERRA INTERNATIONAL LLC",5,"Utah"
"1239",19,"UT","ANCESTRY.COM OPERATIONS, INC",4,"Utah"
"1240",19,"UT","MAXWELL PRODUCTS, INC",2,"Utah"
"1241",19,"UT","UTAH STATE UNIVERSITY",2,"Utah"
"1242",19,"VA","CAPITAL ONE SERVICES, LLC",118,"Virginia"
"1243",19,"VA","CAPITAL ONE, NATIONAL ASSOCIATION",77,"Virginia"
"1244",19,"VA","UNIVERSITY OF VIRGINIA",61,"Virginia"
"1245",19,"VA","MURPHY-BROWN LLC",34,"Virginia"
"1246",19,"VA","VIRGINIA COMMONWEALTH UNIVERSITY",29,"Virginia"
"1247",19,"VT","THE UNIVERSITY OF VERMONT",8,"Vermont"
"1248",19,"VT","WINDSOR HOSPITAL CORPORATION",4,"Vermont"
"1249",19,"VT","HAEMATOLOGIC TECHNOLOGIES, LLC",1,"Vermont"
"1250",19,"VT","MYLAN TECHNOLOGIES INC",1,"Vermont"
"1251",19,"WA","BATTELLE MEMORIAL INSTITUTE",100,"Washington"
"1252",19,"WA","UNIVERSITY OF WASHINGTON",77,"Washington"
"1253",19,"WA","FRED HUTCHINSON CANCER RESEARCH CENTER",64,"Washington"
"1254",19,"WA","AMAZON.COM SERVICES LLC",37,"Washington"
"1255",19,"WA","WASHINGTON STATE UNIVERSITY",19,"Washington"
"1256",19,"WI","UNIVERSITY OF WISCONSIN SYSTEM",108,"Wisconsin"
"1257",19,"WI","MEDICAL COLLEGE OF WISCONSIN, INC",21,"Wisconsin"
"1258",19,"WI","KERRY INC",8,"Wisconsin"
"1259",19,"WI","MARQUETTE UNIVERSITY",6,"Wisconsin"
"1260",19,"WI","UNIVERSITY OF WISCONSIN-MADISON",6,"Wisconsin"
"1261",19,"WV","WEST VIRGINIA UNIVERSITY HOSPITALS, INC",6,"West Virginia"
"1262",19,"WV","CHARLESTON AREA MEDICAL CENTER, INC",4,"West Virginia"
"1263",19,"WV","WEST VIRGINIA UNIVERSITY",3,"West Virginia"
"1264",19,"WV","WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION",3,"West Virginia"
"1265",19,"WV","MARSHALL UNIVERSITY RESEARCH CORPORATION",1,"West Virginia"
"1266",19,"WY","UNIVERSITY OF WYOMING",2,"Wyoming"
"1267",19,"WY","AURORA HEALTH CARE METRO, INC",1,"Wyoming"
"1268",19,"WY","MEMORIAL HOSPITAL OF SWEETWATER COUNTY",1,"Wyoming"
"1269",19,"WY","UNIVERISTY OF WYOMING",1,"Wyoming"
"1270",19,"WY","VOLUMETRICS INC",1,"Wyoming"
"1271",21,"AK","BERING STRAIT SCHOOL DISTRICT",1,"Alaska"
"1272",21,"AK","COMMMUNITY CONNECTIONS",1,"Alaska"
"1273",21,"AL","AUBURN UNIVERSITY AT MONTGOMERY",1,"Alabama"
"1274",21,"AL","KOREAN FIRST BAPTIST CHURCH OF HUNTSVILLE",1,"Alabama"
"1275",21,"AL","TROY UNIVERSITY",1,"Alabama"
"1276",21,"AR","UNIVERSITY OF CENTRAL ARKANSAS",1,"Arkansas"
"1277",21,"AZ","ARIZONA STATE UNIVERSITY",2,"Arizona"
"1278",21,"AZ","FIRST CHINESE BAPTIST CHURCH OF PHOENIX ARIZONA",2,"Arizona"
"1279",21,"AZ","DESERT DEVELOPMENTAL SERVICES, LLC",1,"Arizona"
"1280",21,"AZ","LIFELINE PROFESSIONAL COUNSELING SERVICES, INC",1,"Arizona"
"1281",21,"AZ","MESA PUBLIC SCHOOLS",1,"Arizona"
"1282",21,"CA","RICHMOND AREA MULTI-SERVICES, INC",15,"California"
"1283",21,"CA","THE ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA COUNTY, I",9,"California"
"1284",21,"CA","BUDDHIST TZU CHI MEDICAL FOUNDATION",7,"California"
"1285",21,"CA","ALL CARE HOME HEALTH PROVIDER",5,"California"
"1286",21,"CA","ASIAN HEALTH SERVICES",3,"California"
"1287",21,"CO","COLORADO STATE UNIVERSITY PUEBLO",4,"Colorado"
"1288",21,"CO","COLORADO STATE UNIVERSITY",2,"Colorado"
"1289",21,"CO","AMERICAN ACADEMY",1,"Colorado"
"1290",21,"CO","COLORADO SEMINARY",1,"Colorado"
"1291",21,"CO","DEVEREUX CLEO WALLACE",1,"Colorado"
"1292",21,"CT","YALE UNIVERSITY",5,"Connecticut"
"1293",21,"CT","IVY LABS EDUCATION, INC",4,"Connecticut"
"1294",21,"CT","THE DEVEREUX FOUNDATION",2,"Connecticut"
"1295",21,"CT","HORACE BUSHNELL MEMORIAL HALL CORP",1,"Connecticut"
"1296",21,"CT","INDIAN MOUNTAIN SCHOOL INC",1,"Connecticut"
"1297",21,"DC","MARY'S CENTER FOR MATERNAL AND CHILD CARE, INC",2,"District of Columbia"
"1298",21,"DC","AMERICAN PUBLIC HEALTH ASSOCIATION",1,"District of Columbia"
"1299",21,"DC","AMERICAN RELIEF COALITION",1,"District of Columbia"
"1300",21,"DC","DC BILINGUAL PUBLIC CHARTER SCHOOL",1,"District of Columbia"
"1301",21,"DC","GEORGETOWN UNIVERSITY",1,"District of Columbia"
"1302",21,"FL","ROLLINS COLLEGE",3,"Florida"
"1303",21,"FL","THE DEVEREUX FOUNDATION",3,"Florida"
"1304",21,"FL","COMMUNITY SCHOOL OF NAPLES INC",2,"Florida"
"1305",21,"FL","NEW CHAPTER INC",2,"Florida"
"1306",21,"FL","UNIVERSITY OF CENTRAL FLORIDA",2,"Florida"
"1307",21,"GA","PARADISE EVANGELISTIC ASSOCIATION, INC",6,"Georgia"
"1308",21,"GA","EMORY UNIVERSITY",1,"Georgia"
"1309",21,"GA","GEORGIA COLLEGE AND STATE UNIVERSITY",1,"Georgia"
"1310",21,"GA","THE UNIVERSITY OF GEORGIA",1,"Georgia"
"1311",21,"GA","THE UNIVERSITY OF GEORGIA; OGE",1,"Georgia"
"1312",21,"HI","KANUIKAPONO PUBLIC CHARTER SCHOOL",3,"Hawaii"
"1313",21,"HI","HOSPICE HAWAII, INC",1,"Hawaii"
"1314",21,"IA","THE UNIVERSITY OF IOWA",3,"Iowa"
"1315",21,"IA","COVENANT MEDICAL CENTER, INC",1,"Iowa"
"1316",21,"IA","IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY",1,"Iowa"
"1317",21,"IA","RIVERMONT COLLEGIATE",1,"Iowa"
"1318",21,"IA","UNIVERSITY OF NORTHERN IOWA",1,"Iowa"
"1319",21,"ID","YES ENTERPRISES",2,"Idaho"
"1320",21,"ID","FRANKLIN COUNTY MEDICAL CENTER",1,"Idaho"
"1321",21,"ID","IDAHO STATE UNIVERSITY",1,"Idaho"
"1322",21,"IL","LUTHERAN SOCIAL SERVICES OF ILLINOIS",3,"Illinois"
"1323",21,"IL","STUDYGROUP",3,"Illinois"
"1324",21,"IL","UNIVERSITY OF ILLINOIS",3,"Illinois"
"1325",21,"IL","CHINESE AMERICAN SERVICE LEAGUE INC",2,"Illinois"
"1326",21,"IL","BLUE RIBBON MANAGEMENT, LLC",1,"Illinois"
"1327",21,"IN","PURDUE UNIVERSITY",3,"Indiana"
"1328",21,"IN","THE CENTER FOR THE HOMELESS, INC",2,"Indiana"
"1329",21,"IN","UNIVERSITY OF NOTRE DAME DU LAC",2,"Indiana"
"1330",21,"IN","BETHANY THEOLOGICAL SEMINARY, INC",1,"Indiana"
"1331",21,"IN","EARLHAM COLLEGE",1,"Indiana"
"1332",21,"KS","KANSAS-NEBRASKA CONFERENCE OF SEVENTH-DAY ADVENTISTS",1,"Kansas"
"1333",21,"KS","LEGACY CHRISTIAN CHURCH",1,"Kansas"
"1334",21,"KY","CAMPBELLSVILLE UNIVERSITY, INC",1,"Kentucky"
"1335",21,"KY","THE METHODIST HOME OF KENTUCKY, INC",1,"Kentucky"
"1336",21,"KY","UNIVERSITY OF KENTUCKY",1,"Kentucky"
"1337",21,"LA","LUKE'S HOUSE A CLINIC FOR HEALING AND HOPE",1,"Louisiana"
"1338",21,"LA","ST. LUKE'S EPISCOPAL CHURCH",1,"Louisiana"
"1339",21,"LA","SUGAR ROOTS FARM, IN",1,"Louisiana"
"1340",21,"LA","UNIVERSITY OF LOUISIANA AT MONROE",1,"Louisiana"
"1341",21,"LA","UNIVERSITY OF NEW ORLEANS",1,"Louisiana"
"1342",21,"MA","THE DEVEREUX FOUNDATION",72,"Massachusetts"
"1343",21,"MA","HILLCREST EDUCATIONAL CENTERS, INC",29,"Massachusetts"
"1344",21,"MA","GANDARA MENTAL HEALTH CENTER INC",22,"Massachusetts"
"1345",21,"MA","BOSTON HIGASHI SCHOOL, INC",10,"Massachusetts"
"1346",21,"MA","PHEMIA EDUCATION CONSULTING LLC",6,"Massachusetts"
"1347",21,"MD","JOHNS HOPKINS UNIVERSITY",3,"Maryland"
"1348",21,"MD","LIFESPRING COUNSELING SERVICES, LLC",3,"Maryland"
"1349",21,"MD","CENTER FOR CHILDREN, INC",2,"Maryland"
"1350",21,"MD","IJOMAH AND ASSOCIATES",2,"Maryland"
"1351",21,"MD","SYNERGY FAMILY SERVICES, INC",2,"Maryland"
"1352",21,"ME","AROOSTOOK MENTAL HEALTH SERVICES INC",1,"Maine"
"1353",21,"MI","MICHIGAN STATE UNIVERSITY",6,"Michigan"
"1354",21,"MI","BETHANY CHRISTIAN SERVICES USA, LLC",1,"Michigan"
"1355",21,"MI","COMMUNITY HEALTH AND SOCIAL SERVICES CENTER, INC",1,"Michigan"
"1356",21,"MI","HENRY FORD HEALTH SYSTEM",1,"Michigan"
"1357",21,"MI","UNIVERSITY PEDIATRICIANS",1,"Michigan"
"1358",21,"MN","MAYO CLINIC",2,"Minnesota"
"1359",21,"MN","UNITED CEREBRAL PALSY OF CENTRAL MINNESOTA",2,"Minnesota"
"1360",21,"MN","ARRIVE MINISTRIES",1,"Minnesota"
"1361",21,"MN","ASIAN MEDIA ACCESS, INC",1,"Minnesota"
"1362",21,"MN","CHILDREN'S HEALTH CARE",1,"Minnesota"
"1363",21,"MO","THE CURATORS OF THE UNIVERSITY OF MISSOURI",7,"Missouri"
"1364",21,"MO","PREFERRED FAMILY HEALTHCARE, INC",3,"Missouri"
"1365",21,"MO","CENTRAL METHODIST UNIVERSITY",2,"Missouri"
"1366",21,"MO","OLIVET ASSEMBLY, INC",2,"Missouri"
"1367",21,"MO","ST. LOUIS INTEGRATED HEALTH NETWORK",2,"Missouri"
"1368",21,"MS","MISSISSIPPI STATE UNIVERSITY",1,"Mississippi"
"1369",21,"MT","BELGRADE SCHOOL DISTRICT 44",1,"Montana"
"1370",21,"NC","ONE HARBOR CHURCH",6,"North Carolina"
"1371",21,"NC","NEW MIND EDUCATION, LLC",2,"North Carolina"
"1372",21,"NC","BREVARD COLLEGE",1,"North Carolina"
"1373",21,"NC","CORVIAN COMMUNITY SCHOOL, INC",1,"North Carolina"
"1374",21,"NC","DIOCESE OF RALEIGH",1,"North Carolina"
"1375",21,"ND","FARGO MAPLE VIEW LLC",1,"North Dakota"
"1376",21,"ND","MAPLE VIEW MEMORY CARE",1,"North Dakota"
"1377",21,"NE","BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA",3,"Nebraska"
"1378",21,"NE","CORNERSTONE CHURCH INC",1,"Nebraska"
"1379",21,"NE","OASIS COUNSELING INTERNATIONAL",1,"Nebraska"
"1380",21,"NH","HUDSON SCHOOL DISTRICT",1,"New Hampshire"
"1381",21,"NJ","PARAM HEALTHCARE IT SERVICES, INC",8,"New Jersey"
"1382",21,"NJ","LIEBENZELL MISSION OF USA, INC",3,"New Jersey"
"1383",21,"NJ","SINAI SPECIAL NEEDS INSTITUTE",3,"New Jersey"
"1384",21,"NJ","PARADISE ADULT DAY HEALTHCARE",2,"New Jersey"
"1385",21,"NJ","VASISTA LLC",2,"New Jersey"
"1386",21,"NM","EASTERN NEW MEXICO UNIVERSITY",1,"New Mexico"
"1387",21,"NM","NEW MEXICO CONFERENCE OF THE UNITED METHODIST CHURCH",1,"New Mexico"
"1388",21,"NM","NEW MEXICO CONFERENCE OF THE UNITED METODIST CHURCH",1,"New Mexico"
"1389",21,"NM","RESURRECTION ANGLICAN CHURCH",1,"New Mexico"
"1390",21,"NV","CARSON TAHOE HEALTH",1,"Nevada"
"1391",21,"NV","CARSON TAHOE REGIONAL HEALTHCARE",1,"Nevada"
"1392",21,"NV","SERENITY MENTAL HEALTH, LLC",1,"Nevada"
"1393",21,"NY","C.C.M.S",27,"New York"
"1394",21,"NY","THE DEVEREUX FOUNDATION",23,"New York"
"1395",21,"NY","AHRC NYC",7,"New York"
"1396",21,"NY","CHARLES B. WANG COMMUNITY HEALTH CENTER",6,"New York"
"1397",21,"NY","NYU LANGONE HOSPITALS",6,"New York"
"1398",21,"OH","CASE WESTERN RESERVE UNIVERSITY",4,"Ohio"
"1399",21,"OH","COMMUNITY COUNSELING CENTER OF ASHTABULA COUNTY",2,"Ohio"
"1400",21,"OH","OHIO CONFERENCE OF SEVENTH-DAY ADVENTISTS",2,"Ohio"
"1401",21,"OH","THE OHIO STATE UNIVERSITY",2,"Ohio"
"1402",21,"OH","THE OHIO UNIVERSITY",2,"Ohio"
"1403",21,"OK","CREOKS MENTAL HEALTH SERVICES, INC",4,"Oklahoma"
"1404",21,"OK","VARIETY CARE, INC",2,"Oklahoma"
"1405",21,"OK","OKLAHOMA STATE UNIVERSITY",1,"Oklahoma"
"1406",21,"OK","ORAL ROBERTS UNIVERSITY",1,"Oklahoma"
"1407",21,"OK","PREFERRED FAMILY HEALTHCARE, INC",1,"Oklahoma"
"1408",21,"OR","UNIVERSITY OF OREGON",6,"Oregon"
"1409",21,"OR","CHRIST THE KING PRESBYTERIAN CHURCH",1,"Oregon"
"1410",21,"OR","FREE GEEK",1,"Oregon"
"1411",21,"OR","MORRISON CHILD AND FAMILY SERVICES",1,"Oregon"
"1412",21,"OR","NW SURROGACY CENTER, LLC",1,"Oregon"
"1413",21,"PA","EDUCATIONAL COMMISSION FOR FOREIGN MEDICAL GRADUATES",5,"Pennsylvania"
"1414",21,"PA","THE DEVEREUX FOUNDATION",4,"Pennsylvania"
"1415",21,"PA","COGNITIVE BEHAVIORAL SERVICES INC",3,"Pennsylvania"
"1416",21,"PA","ASPIRE PATHWAY LLC",2,"Pennsylvania"
"1417",21,"PA","CARNEGIE MELLON UNIVERSITY",2,"Pennsylvania"
"1418",21,"RI","GATEWAY HEALTHCARE, INC",1,"Rhode Island"
"1419",21,"RI","MOMENTUM, INC",1,"Rhode Island"
"1420",21,"SD","SOUTH DAKOTA STATE UNIVERSITY",1,"South Dakota"
"1421",21,"TN","ALLIANCE HEALTHCARE SERVICES, INC",2,"Tennessee"
"1422",21,"TN","SOLOMON FAMILY SOLUTIONS",2,"Tennessee"
"1423",21,"TN","AUSTIN PEAY STATE UNIVERSITY",1,"Tennessee"
"1424",21,"TN","CAMELOT CARE CENTERS, INC",1,"Tennessee"
"1425",21,"TN","CENTERSTONE RESEARCH INSTITUTE, INC",1,"Tennessee"
"1426",21,"TX","TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER",4,"Texas"
"1427",21,"TX","ARCHDIOCESE OF GALVESTON-HOUSTON",3,"Texas"
"1428",21,"TX","DENTAL SMILES MANAGEMENT PLLC",3,"Texas"
"1429",21,"TX","NORTH CENTRAL TEXAS ADVANCED NEUROLOGY P.A",3,"Texas"
"1430",21,"TX","RADHIKA DENTAL CARE, PLLC",3,"Texas"
"1431",21,"UT","DDI VANTAGE, INC",1,"Utah"
"1432",21,"UT","EXILE II, LLC",1,"Utah"
"1433",21,"UT","UNIVERSITY OF UTAH",1,"Utah"
"1434",21,"UT","WESTERN GOVERNORS UNIVERSITY",1,"Utah"
"1435",21,"VA","KOREAN COMMUNITY SERVICE CENTER OF GREATER WASHINGTON, INC",3,"Virginia"
"1436",21,"VA","TBI NEW OASIS EDUCATION LLC",3,"Virginia"
"1437",21,"VA","PILGRIM COMMUNITY CHURCH",2,"Virginia"
"1438",21,"VA","VIRGINIA COMMONWEALTH UNIVERSITY",2,"Virginia"
"1439",21,"VA","ASHOKA",1,"Virginia"
"1440",21,"VT","RUTLAND CITY PUBLIC SCHOOLS",1,"Vermont"
"1441",21,"VT","THE UNIVERSITY OF VERMONT",1,"Vermont"
"1442",21,"WA","CHINESE INFORMATION AND SERVICE CENTER",5,"Washington"
"1443",21,"WA","SEA MAR COMMUNITY HEALTH CENTERS",5,"Washington"
"1444",21,"WA","ASIAN COUNSELING AND REFERRAL SERVICE",4,"Washington"
"1445",21,"WA","CATHOLIC COMMUNITY SERVICES OF WESTERN WASHINGTON",3,"Washington"
"1446",21,"WA","ZARA WELLNESS, INC",3,"Washington"
"1447",21,"WI","BELOIT COLLEGE",1,"Wisconsin"
"1448",21,"WI","BOARD OF TRUSTEES OF BELOIT COLLEGE",1,"Wisconsin"
"1449",21,"WI","MEQUON JEWISH PRESCHOOL, INC",1,"Wisconsin"
"1450",21,"WI","MILWAUKEE CENTER FOR CHILDREN AND YOUTH, INC",1,"Wisconsin"
"1451",21,"WI","ST. COLETTA OF WISCONSIN INC",1,"Wisconsin"
"1452",21,"WV","MARSHALL UNIVERSITY",2,"West Virginia"
"1453",21,"WV","BELINGTON COMMUNITY MEDICAL SERVICES ASSOCIATION",1,"West Virginia"
"1454",21,"WV","UNITED SUMMIT CENTER, INC",1,"West Virginia"
"1455",21,"WV","WEST VIRGINIA UNIVERSITY HOSPITALS, INC",1,"West Virginia"
"1456",21,"WY","LA FAMILIA COUNSELING SERVICES LLC",2,"Wyoming"
"1457",23,"AL","MAYNARD COOPER GALE PC",2,"Alabama"
"1458",23,"AL","HAND ARENDALL HARRISON SALE LLC",1,"Alabama"
"1459",23,"AZ","PIMA COUNTY",2,"Arizona"
"1460",23,"AZ","BENCHMARK ELECTRONICS INC",1,"Arizona"
"1461",23,"AZ","CENTER FOR BIOLOGICAL DIVERSITY, INC",1,"Arizona"
"1462",23,"AZ","LEONI WIRING SYSTEMS INC",1,"Arizona"
"1463",23,"CA","WILSON SONSINI GOODRICH ROSATI, PC",43,"California"
"1464",23,"CA","MORRISON FOERSTER LLP",17,"California"
"1465",23,"CA","CHUGH, LLP",14,"California"
"1466",23,"CA","COOLEY LLP",14,"California"
"1467",23,"CA","O'MELVENY MYERS LLP",13,"California"
"1468",23,"CO","HAN LAW GROUP LLC",1,"Colorado"
"1469",23,"CO","HOLLAND AND HART LLP",1,"Colorado"
"1470",23,"CO","WIBLUE INC",1,"Colorado"
"1471",23,"CT","CBL MARKETS (USA) LLC",2,"Connecticut"
"1472",23,"CT","WITHERS BERGMAN LLP",2,"Connecticut"
"1473",23,"CT","COGSTATE INC",1,"Connecticut"
"1474",23,"CT","DAY PITNEY LLP",1,"Connecticut"
"1475",23,"CT","FINN DIXON HERLING LLP",1,"Connecticut"
"1476",23,"DC","VENABLE LLP",10,"District of Columbia"
"1477",23,"DC","MORGAN, LEWIS BOCKIUS LLP",9,"District of Columbia"
"1478",23,"DC","THREE CROWNS US LLP",6,"District of Columbia"
"1479",23,"DC","ARNOLD PORTER KAYE SCHOLER LLP",5,"District of Columbia"
"1480",23,"DC","FINNEGAN, HENDERSON, FARABOW, GARRETT DUNNER, LLP",5,"District of Columbia"
"1481",23,"DE","BLACKROCK FINANCIAL MANAGEMENT, INC",2,"Delaware"
"1482",23,"DE","RICHARDS, LAYTON FINGER, P.A",2,"Delaware"
"1483",23,"DE","STATE OF DELAWARE",2,"Delaware"
"1484",23,"DE","AIM RESEARCH COMPANY",1,"Delaware"
"1485",23,"DE","BLACKROCK CORPORATION US, INC",1,"Delaware"
"1486",23,"FL","SIEMENS ENERGY, INC",5,"Florida"
"1487",23,"FL","GLORIA ROA BODIN PA",4,"Florida"
"1488",23,"FL","LAW OFFICE OF FRANCISCO A. MARTY, P.A",3,"Florida"
"1489",23,"FL","OS MANAGEMENT, INC",3,"Florida"
